case_id,received_at,client_segment,jurisdiction,service_line,claim_value_band,attachments_present,free_text_summary,handler_notes,historical_outcome
C-16279,2024-12-23T07:07:21+00:00,Enterprise,Other,Insurance,50k-250k,true,Business interruption may apply. Roof compromised. governing law unclear.,Client requested urgent callback.,Accepted
C-16280,2024-10-09T14:32:06+00:00,SMB,US,Insurance,50k-250k,false,Damage reported following heavy rainfall. Basement affected. prior losses.,,Accepted
C-16281,2024-11-01T01:10:01+00:00,SMB,EU,Advisory,50k-250k,true,Client requesting advice on regulatory exposure. No immediate dispute. Policy schedule attached. Cross-border considerations likely.,No additional notes.,Settled
C-16282,2024-12-01T11:15:43+00:00,SMB,US,Advisory,50k-250k,true,Client seeks decision support on risk controls. Regulator engagement anticipated. business interruption. Supporting documents attached.,,Unknown
C-16283,2024-11-09T12:17:44+00:00,SMB,US,Insurance,<50k,true,Loss event impacting property and contents. Water ingress noted.,,Unknown
C-16284,2024-12-31T13:12:27+00:00,Mid-Market,Other,Advisory,50k-250k,false,Operational risk assessment requested. Timeline not specified. ip infringement. Evidence not yet supplied. Overseas elements present.,,Escalated
C-16285,2024-11-18T03:04:59+00:00,Enterprise,EU,Insurance,<50k,true,Damage reported following heavy rainfall. Roof compromised. Police reference number provided.,,Accepted
C-16286,2024-11-08T10:18:55+00:00,SMB,UK,Insurance,<50k,true,Loss event impacting property and contents. Roof compromised. minor. Policy schedule attached.,"Potential conflict in dates, needs review.",Unknown
C-16287,2024-10-14T20:40:25+00:00,Enterprise,EU,Advisory,<50k,true,Strategic risk review requested following acquisition. Scope unclear. minor. Jurisdiction noted as EU.,,Rejected
C-16288,2024-11-15T00:09:36+00:00,SMB,EU,Insurance,<50k,true,Damage reported following heavy rainfall. Fire damage to warehouse. wear and tear. Loss adjuster appointed.,,Settled
C-16289,2024-12-01T20:13:26+00:00,Enterprise,EU,Advisory,<50k,true,Operational risk assessment requested. Scope unclear. no supporting documentation. Conflicting information reported by client.,,Unknown
C-16290,2024-11-04T20:58:22+00:00,Enterprise,Other,Insurance,Unknown,false,Loss event impacting property and contents. Fire damage to warehouse.,Client requested urgent callback.,Settled
C-16291,2024-12-01T19:25:55+00:00,SMB,UK,Insurance,50k-250k,true,Business interruption may apply. Water ingress noted.,,Rejected
C-16292,2024-12-05T14:45:22+00:00,Mid-Market,UK,Legal,<50k,true,IP infringement allegation received. Evidence currently limited. wear and tear. Police reference number provided.,,Unknown
C-16293,2024-12-23T05:04:32+00:00,Mid-Market,UK,Advisory,<50k,false,Client seeks decision support on risk controls. Stakeholders across multiple regions. no supporting documentation.,,Unknown
C-16294,2024-10-08T19:18:18+00:00,Mid-Market,US,Insurance,<50k,true,Damage reported following heavy rainfall. Roof compromised. small crack. Loss adjuster appointed.,Caller sounded uncertain; follow-up likely required.,Unknown
C-16295,2024-11-26T07:00:55+00:00,SMB,UK,Insurance,250k-1m,true,Client reports storm-related damage. Roof compromised. ip infringement. Police reference number provided.,Duplicate of earlier report suspected.,Settled
C-16296,2024-12-21T11:20:51+00:00,SMB,US,Insurance,<50k,true,Loss event impacting property and contents. Water ingress noted. no supporting documentation. Overseas elements present.,Duplicate of earlier report suspected. Check coverage exclusions.,Unknown
C-16297,2024-12-25T13:17:14+00:00,SMB,UK,Insurance,50k-250k,true,Damage reported following heavy rainfall. Theft of equipment reported. breach of contract. Overseas elements present.,Caller sounded uncertain; follow-up likely required.,Unknown
C-16298,2024-10-05T13:43:20+00:00,SMB,US,Legal,<50k,true,IP infringement allegation received. Evidence currently limited.,Duplicate of earlier report suspected. Consider limitation periods.,Unknown
C-16299,2024-11-23T06:30:06+00:00,SMB,US,Insurance,50k-250k,false,Incident reported at commercial premises. Water ingress noted. storm damage. Evidence not yet supplied. Cross-border considerations likely.,Duplicate of earlier report suspected.,Unknown
C-16300,2024-11-26T18:23:37+00:00,SMB,UK,Insurance,250k-1m,true,Loss event impacting property and contents. Fire damage to warehouse. Supporting documents attached.,,Accepted
C-16301,2024-11-15T12:47:06+00:00,SMB,EU,Advisory,<50k,false,Client requesting advice on regulatory exposure. Stakeholders across multiple regions.,,Rejected
C-16302,2024-11-21T08:14:25+00:00,SMB,UK,Insurance,50k-250k,false,Client reports storm-related damage. Basement affected. prior losses.,Duplicate of earlier report suspected. Check coverage exclusions.,Unknown
C-16303,2024-12-05T16:21:57+00:00,SMB,UK,Legal,250k-1m,true,IP infringement allegation received. Jurisdiction disputed. prior losses.,Handler flagged missing attachments.,Escalated
C-16304,2024-10-22T07:58:20+00:00,SMB,US,Legal,50k-250k,false,IP infringement allegation received. Jurisdiction disputed. business interruption. No policy documents attached.,,Unknown
C-16305,2024-10-27T03:04:44+00:00,Enterprise,UK,Insurance,<50k,true,Incident reported at commercial premises. Basement affected. no supporting documentation. Policy schedule attached.,Duplicate of earlier report suspected. Check coverage exclusions.,Unknown
C-16306,2024-11-29T16:53:42+00:00,Enterprise,EU,Insurance,50k-250k,true,Client reports storm-related damage. Fire damage to warehouse. Jurisdiction noted as EU.,Client requested urgent callback.,Escalated
C-16307,2024-11-17T05:04:24+00:00,SMB,EU,Insurance,<50k,false,Damage reported following heavy rainfall. Basement affected. No supporting documentation provided.,Handler flagged missing attachments.,Unknown
C-16308,2024-11-07T21:37:52+00:00,SMB,UK,Insurance,250k-1m,true,Damage reported following heavy rainfall. Theft of equipment reported.,Client requested urgent callback.,Settled
C-16309,2024-12-25T09:26:17+00:00,SMB,UK,Insurance,50k-250k,true,Incident reported at commercial premises. Basement affected. Loss adjuster appointed. Overseas elements present.,Caller sounded uncertain; follow-up likely required.,Accepted
C-16310,2024-10-27T23:39:31+00:00,Enterprise,UK,Legal,Unknown,true,Potential breach of contract raised. Time-sensitive response required. minor. Overseas elements present.,,Unknown
C-16311,2024-10-05T11:43:13+00:00,SMB,US,Legal,<50k,false,Potential breach of contract raised. Multiple parties named. low value. No policy documents attached.,,Unknown
C-16312,2024-11-17T09:01:50+00:00,SMB,EU,Insurance,>1m,true,Loss event impacting property and contents. Roof compromised. Police reference number provided.,,Unknown
C-16313,2024-10-28T11:43:34+00:00,Enterprise,,Advisory,50k-250k,true,Strategic risk review requested following acquisition. No immediate dispute. prior losses.,,Unknown
C-16314,2024-11-24T20:25:38+00:00,Mid-Market,UK,Advisory,>1m,true,Operational risk assessment requested. Scope unclear. storm damage.,Handler flagged missing attachments. Clarify scope and deliverables.,Unknown
C-16315,2024-11-23T22:38:08+00:00,Mid-Market,UK,,<50k,true,Business interruption may apply. Theft of equipment reported. Policy schedule attached.,,Rejected
C-16316,2024-12-10T16:26:31+00:00,SMB,UK,Insurance,<50k,false,Client reports storm-related damage. Fire damage to warehouse. no supporting documentation. No supporting documentation provided. Cross-border considerations likely.,,Unknown
C-16317,2024-11-28T11:06:32+00:00,Enterprise,UK,Legal,50k-250k,true,Employment dispute raised by former contractor. Governing law unclear. Policy schedule attached.,Duplicate of earlier report suspected.,Unknown
C-16318,2024-10-29T01:08:37+00:00,SMB,UK,Advisory,<50k,true,Strategic risk review requested following acquisition. Scope unclear. Cross-border considerations likely.,"Potential conflict in dates, needs review.",Accepted
C-16319,2024-10-17T14:26:52+00:00,SMB,EU,Insurance,<50k,false,Incident reported at commercial premises. Fire damage to warehouse. minor. Evidence not yet supplied.,Handler flagged missing attachments.,Unknown
C-16320,2024-11-15T13:49:54+00:00,Mid-Market,UK,Advisory,<50k,true,Request for compliance gap analysis. No immediate dispute. low value.,,Unknown
C-16321,2024-10-24T02:14:22+00:00,SMB,US,Insurance,<50k,true,Damage reported following heavy rainfall. Basement affected.,Duplicate of earlier report suspected.,Accepted
C-16322,2024-10-06T16:47:53+00:00,Mid-Market,UK,Insurance,250k-1m,true,Client reports storm-related damage. Basement affected. Policy schedule attached.,,Unknown
C-16323,2024-10-06T17:59:27+00:00,SMB,UK,Advisory,50k-250k,true,Client requesting advice on regulatory exposure. Scope unclear. prior losses. Cross-border considerations likely.,"Potential conflict in dates, needs review.",Unknown
C-16324,2024-12-13T06:25:40+00:00,Enterprise,Other,Legal,50k-250k,true,IP infringement allegation received. Multiple parties named. prior losses.,No additional notes.,Escalated
C-16325,2024-10-10T22:12:22+00:00,Mid-Market,US,Legal,250k-1m,true,Formal letter received from counterparty. Governing law unclear. business interruption. Police reference number provided.,Handler flagged missing attachments.,Unknown
C-16326,2024-11-12T04:03:58+00:00,SMB,UK,Advisory,<50k,false,Client seeks decision support on risk controls. Stakeholders across multiple regions. small crack.,,Rejected
C-16327,2024-10-03T17:35:03+00:00,SMB,UK,Insurance,50k-250k,true,Client reports storm-related damage. Water ingress noted. Loss adjuster appointed. Cross-border considerations likely.,Handler flagged missing attachments.,Unknown
C-16328,2024-12-13T11:57:23+00:00,SMB,EU,Insurance,50k-250k,true,Damage reported following heavy rainfall. Water ingress noted. flood zone 3. Supporting documents attached.,Duplicate of earlier report suspected.,Unknown
C-16329,2024-12-09T08:33:33+00:00,SMB,UK,Legal,<50k,false,Employment dispute raised by former contractor. Time-sensitive response required. minor. No policy documents attached.,No additional notes.,Rejected
C-16330,2024-12-06T03:34:49+00:00,SMB,UK,Legal,>1m,false,Formal letter received from counterparty. Jurisdiction disputed. No supporting documentation provided.,Client requested urgent callback.,Accepted
C-16331,2024-10-25T19:30:30+00:00,SMB,UK,Insurance,>1m,true,Incident reported at commercial premises. Theft of equipment reported. Cross-border considerations likely.,Handler flagged missing attachments.,Accepted
C-16332,2024-11-02T14:21:18+00:00,Mid-Market,UK,Insurance,>1m,false,Business interruption may apply. Basement affected. suspected arson. Jurisdiction noted as UK.,Handler flagged missing attachments.,Unknown
C-16333,2024-11-21T14:42:02+00:00,Mid-Market,US,Insurance,250k-1m,true,Client reports storm-related damage. Water ingress noted.,,Rejected
C-16334,2024-11-13T07:55:19+00:00,Mid-Market,UK,Insurance,250k-1m,false,Incident reported at commercial premises. Theft of equipment reported. governing law unclear.,"Potential conflict in dates, needs review. Check coverage exclusions.",Accepted
C-16335,2024-10-22T06:49:50+00:00,SMB,UK,Legal,250k-1m,true,Formal letter received from counterparty. Evidence currently limited. injunction. Cross-border considerations likely.,,Unknown
C-16336,2024-10-30T05:07:59+00:00,Enterprise,UK,Advisory,50k-250k,false,Operational risk assessment requested. Regulator engagement anticipated. prior losses.,Caller sounded uncertain; follow-up likely required.,Unknown
C-16337,2024-12-21T05:22:56+00:00,Enterprise,,Legal,50k-250k,true,Potential breach of contract raised. Evidence currently limited. flood zone.,"Potential conflict in dates, needs review. Consider limitation periods.",Accepted
C-16338,2024-10-07T08:17:25+00:00,Enterprise,UK,Insurance,<50k,false,Incident reported at commercial premises. Basement affected. No supporting documentation provided.,Duplicate of earlier report suspected.,Rejected
C-16339,2024-10-26T11:01:16+00:00,Mid-Market,UK,Legal,<50k,false,Dispute escalated to legal threat. Governing law unclear. minor.,Client requested urgent callback. Consider limitation periods.,Escalated
C-16340,2024-10-11T10:38:36+00:00,Mid-Market,UK,Insurance,<50k,true,Business interruption may apply. Roof compromised. Policy schedule attached. Cross-border considerations likely.,,Settled
C-16341,2024-11-15T01:38:38+00:00,Mid-Market,UK,Insurance,50k-250k,true,Client reports storm-related damage. Roof compromised.,,Rejected
C-16342,2024-12-02T02:18:06+00:00,Enterprise,UK,Insurance,50k-250k,true,Loss event impacting property and contents. Basement affected.,No additional notes.,Accepted
C-16343,2024-10-30T01:46:12+00:00,SMB,US,Insurance,50k-250k,false,Damage reported following heavy rainfall. Fire damage to warehouse. No supporting documentation provided.,Caller sounded uncertain; follow-up likely required.,Unknown
C-16344,2024-10-19T00:44:04+00:00,SMB,US,Legal,<50k,true,IP infringement allegation received. Evidence currently limited. wear and tear. Police reference number provided.,,Accepted
C-16345,2024-12-19T18:45:16+00:00,SMB,UK,Advisory,<50k,true,Client requesting advice on regulatory exposure. No immediate dispute. Cross-border considerations likely.,,Rejected
C-16346,2024-11-05T01:21:53+00:00,Enterprise,US,Advisory,50k-250k,false,Strategic risk review requested following acquisition. Regulator engagement anticipated. prior losses. Overseas elements present.,,Accepted
C-16347,2024-12-20T15:35:04+00:00,SMB,US,Advisory,50k-250k,false,Request for compliance gap analysis. Stakeholders across multiple regions. flood zone. Evidence not yet supplied. Cross-border considerations likely.,"Potential conflict in dates, needs review.",Accepted
C-16348,2024-12-14T15:56:11+00:00,Enterprise,EU,Legal,250k-1m,true,Formal letter received from counterparty. Multiple parties named. business interruption. Loss adjuster appointed.,No additional notes.,Settled
C-16349,2024-10-04T03:04:46+00:00,SMB,UK,Advisory,50k-250k,true,Strategic risk review requested following acquisition. Scope unclear. Loss adjuster appointed. Conflicting information reported by client.,Handler flagged missing attachments.,Settled
C-16350,2024-11-27T05:45:53+00:00,SMB,UK,Insurance,<50k,true,Incident reported at commercial premises. Basement affected.,No additional notes. Check coverage exclusions.,Unknown
C-16351,2024-11-09T18:58:51+00:00,Mid-Market,UK,Insurance,Unknown,true,Client reports storm-related damage. Theft of equipment reported. Jurisdiction noted as UK.,,Unknown
C-16352,2024-11-22T22:46:59+00:00,Mid-Market,US,Insurance,<50k,true,Damage reported following heavy rainfall. Water ingress noted. Loss adjuster appointed.,"Potential conflict in dates, needs review.",Accepted
C-16353,2024-11-18T03:29:20+00:00,Mid-Market,UK,Advisory,250k-1m,true,Operational risk assessment requested. Scope unclear. arson. Conflicting information reported by client.,Handler flagged missing attachments. Clarify scope and deliverables.,Unknown
C-16354,2024-10-28T01:09:18+00:00,SMB,US,Advisory,>1m,true,Request for compliance gap analysis. Scope unclear. Cross-border considerations likely.,,Accepted
C-16355,2024-12-10T16:53:36+00:00,SMB,UK,Insurance,50k-250k,false,Loss event impacting property and contents. Theft of equipment reported. storm damage. Cross-border considerations likely.,"Potential conflict in dates, needs review.",Unknown
C-16356,2024-11-02T06:48:11+00:00,Mid-Market,Other,Advisory,50k-250k,false,operational risk assessment requested. timeline not specified. flood zone. no supporting documentaion provided. cross-border considerations likely.,,Unknown
C-16357,2024-12-12T20:01:41+00:00,Mid-Market,UK,Insurance,50k-250k,false,Damage reported following heavy rainfall. Water ingress noted. prior losses. No supporting documentation provided. Cross-border considerations likely.,,Rejected
C-16358,2024-10-14T01:09:16+00:00,Mid-Market,UK,Advisory,50k-250k,false,Client seeks decision support on risk controls. Regulator engagement anticipated. breach of contract. No policy documents attached.,,Rejected
C-16359,2024-11-06T12:14:27+00:00,SMB,UK,Insurance,50k-250k,true,Damage reported following heavy rainfall. Fire damage to warehouse.,Client requested urgent callback.,Accepted
C-16360,2024-11-27T01:17:42+00:00,SMB,EU,Insurance,50k-250k,true,Damage reported following heavy rainfall. Basement affected. Supporting documents attached. Overseas elements present.,,Rejected
C-16361,2024-12-02T10:11:33+00:00,Mid-Market,UK,Insurance,250k-1m,true,Client reports storm-related damage. Fire damage to warehouse. Policy schedule attached.,Handler flagged missing attachments.,Rejected
C-16362,2024-12-02T02:57:27+00:00,SMB,UK,Insurance,50k-250k,false,Loss event impacting property and contents. Water ingress noted. storm damage.,No additional notes.,Settled
C-16363,2024-11-22T13:22:48+00:00,Enterprise,US,Legal,<50k,false,Dispute escalated to legal threat. Governing law unclear.,Client requested urgent callback. Consider limitation periods.,Unknown
C-16364,2024-10-13T10:54:09+00:00,SMB,UK,Insurance,250k-1m,true,Client reports storm-related damage. Fire damage to warehouse. fire.,"Potential conflict in dates, needs review. Check coverage exclusions.",Unknown
C-16365,2024-12-04T16:59:47+00:00,SMB,EU,Insurance,50k-250k,false,Incident reported at commercial premises. Roof compromised. Evidence not yet supplied. Overseas elements present.,No additional notes.,Rejected
C-16366,2024-12-10T14:23:22+00:00,Mid-Market,UK,Insurance,250k-1m,false,Damage reported following heavy rainfall. Basement affected. injunction. Evidence not yet supplied.,Client requested urgent callback.,Unknown
C-16367,2024-10-30T07:18:14+00:00,Mid-Market,UK,Insurance,<50k,true,Business interruption may apply. Roof compromised. low value. Supporting documents attached. Cross-border considerations likely.,,Unknown
C-16368,2024-10-17T19:19:27+00:00,,UK,Legal,>1m,true,IP infringement allegation received. Evidence currently limited.,,Escalated
C-16369,2024-12-10T06:41:38+00:00,SMB,,Legal,50k-250k,true,Potential breach of contract raised. Governing law unclear. prior losses. Overseas elements present.,,Escalated
C-16370,2024-11-25T13:04:15+00:00,SMB,EU,Insurance,<50k,false,Damage reported following heavy rainfall. Fire damage to warehouse. low value.,,Accepted
C-16371,2024-10-09T03:08:29+00:00,SMB,UK,Legal,250k-1m,true,Formal letter received from counterparty. Multiple parties named. prior losses. Police reference number provided.,Client requested urgent callback.,Rejected
C-16372,2024-11-12T10:27:15+00:00,Enterprise,EU,Legal,50k-250k,true,Formal letter received from counterparty. Multiple parties named. flood zone.,,Unknown
C-16373,2024-10-11T16:35:14+00:00,Mid-Market,UK,Insurance,50k-250k,false,Business interruption may apply. Basement affected. business interruption. No policy documents attached. Overseas elements present.,Handler flagged missing attachments.,Escalated
C-16374,2024-12-16T13:35:26+00:00,Mid-Market,Other,Advisory,<50k,false,Client requesting advice on regulatory exposure. No immediate dispute. low value. No policy documents attached.,,Unknown
C-16375,2024-10-19T11:56:34+00:00,SMB,UK,Legal,Unknown,false,Formal letter received from counterparty. Evidence currently limited. Cross-border considerations likely.,,Rejected
C-16376,2024-12-24T23:09:09+00:00,SMB,EU,Insurance,<50k,true,Client reports storm-related damage. Water ingress noted. no supporting documentation. Loss adjuster appointed.,,Accepted
C-16377,2024-10-13T15:44:12+00:00,Enterprise,UK,Insurance,250k-1m,true,Incident reported at commercial premises. Roof compromised. Supporting documents attached.,,Unknown
C-16378,2024-11-15T04:42:37+00:00,Enterprise,UK,Advisory,<50k,true,Strategic risk review requested following acquisition. Regulator engagement anticipated. minor. Policy schedule attached. Overseas elements present.,Duplicate of earlier report suspected.,Accepted
C-16379,2024-10-15T05:36:17+00:00,SMB,UK,Legal,50k-250k,true,Employment dispute raised by former contractor. Evidence currently limited. Supporting documents attached. Cross-border considerations likely.,,Rejected
C-16380,2024-10-14T10:24:46+00:00,Enterprise,US,Insurance,250k-1m,true,Damage reported following heavy rainfall. Fire damage to warehouse. injunction. Cross-border considerations likely.,No additional notes.,Escalated
C-16381,2024-10-24T07:51:02+00:00,SMB,UK,Advisory,50k-250k,true,Client seeks decision support on risk controls. No immediate dispute. flood zone. Jurisdiction noted as UK.,No additional notes.,Unknown
C-16382,2024-11-05T21:20:17+00:00,SMB,UK,Legal,50k-250k,true,Formal letter received from counterparty. Time-sensitive response required.,,Unknown
C-16383,2024-11-04T00:57:30+00:00,Mid-Market,UK,Insurance,<50k,true,Damage reported following heavy rainfall. Water ingress noted. low value.,Handler flagged missing attachments.,Unknown
C-16384,2024-10-25T19:09:24+00:00,Enterprise,Other,Insurance,250k-1m,true,Incident reported at commercial premises. Theft of equipment reported. Supporting documents attached.,,Unknown
C-16385,2024-11-07T05:40:11+00:00,Mid-Market,UK,Insurance,<50k,false,Loss event impacting property and contents. Theft of equipment reported. small crack. Evidence not yet supplied.,Client requested urgent callback.,Unknown
C-16386,2024-12-22T02:53:57+00:00,Mid-Market,US,Advisory,Unknown,false,Request for compliance gap analysis. Regulator engagement anticipated. wear and tear. No supporting documentation provided.,,Unknown
C-16387,2024-10-29T02:04:26+00:00,SMB,UK,Insurance,50k-250k,false,Loss event impacting property and contents. Water ingress noted. Cross-border considerations likely.,,Rejected
C-16388,2024-10-25T03:20:51+00:00,SMB,EU,Insurance,<50k,true,Client reports storm-related damage. Theft of equipment reported. no supporting documentation.,Handler flagged missing attachments.,Accepted
C-16389,2024-11-06T09:25:13+00:00,Mid-Market,UK,Legal,Unknown,true,IP infringement allegation received. Jurisdiction disputed. Loss adjuster appointed.,Duplicate of earlier report suspected.,Unknown
C-16390,2024-10-17T18:40:39+00:00,Mid-Market,US,Legal,>1m,true,Formal letter received from counterparty. Time-sensitive response required. storm damage. Police reference number provided. Jurisdiction noted as US.,,Unknown
C-16391,2024-12-16T20:06:38+00:00,Enterprise,UK,Legal,50k-250k,true,Formal letter received from counterparty. Time-sensitive response required. ip infringement.,Client requested urgent callback.,Unknown
C-16392,2024-11-07T21:37:24+00:00,Enterprise,US,Legal,<50k,true,Formal letter received from counterparty. Multiple parties named. minor.,,Unknown
C-16393,2024-12-21T09:39:19+00:00,SMB,UK,Insurance,<50k,false,Incident reported at commercial premises. Basement affected. wear and tear. No policy documents attached. Overseas elements present.,,Accepted
C-16394,2024-11-25T17:18:14+00:00,Mid-Market,US,Advisory,<50k,true,Operational risk assessment requested. Timeline not specified.,Caller sounded uncertain; follow-up likely required. Clarify scope and deliverables.,Rejected
C-16395,2024-10-24T05:27:49+00:00,SMB,UK,Legal,<50k,true,Employment dispute raised by former contractor. Evidence currently limited. Jurisdiction noted as UK.,Duplicate of earlier report suspected.,Accepted
C-16396,2024-10-18T14:03:04+00:00,Enterprise,US,Legal,<50k,true,Formal letter received from counterparty. Governing law unclear.,Client requested urgent callback.,Accepted
C-16397,2024-11-25T21:18:13+00:00,SMB,EU,Advisory,Unknown,false,Client requesting advice on regulatory exposure. Scope unclear. minor. Overseas elements present.,"Potential conflict in dates, needs review.",Rejected
C-16398,2024-10-06T00:50:03+00:00,Mid-Market,UK,Insurance,>1m,true,Client reports storm-related damage. Theft of equipment reported. arson.,,Unknown
C-16399,2024-11-07T13:04:39+00:00,Mid-Market,UK,Insurance,<50k,false,Client reports storm-related damage. Fire damage to warehouse. minor.,,Accepted
C-16400,2024-11-28T07:30:02+00:00,SMB,UK,Insurance,50k-250k,true,Loss event impacting property and contents. Basement affected.,"Potential conflict in dates, needs review.",Unknown
C-16401,2024-10-24T22:03:28+00:00,SMB,EU,Insurance,<50k,true,Loss event impacting property and contents. Fire damage to warehouse. no supporting documentation. Policy schedule attached.,,Unknown
C-16402,2024-10-25T19:25:53+00:00,SMB,EU,Insurance,<50k,true,Client reports storm-related damage. Basement affected.,"Potential conflict in dates, needs review.",Rejected
C-16403,2024-11-18T17:05:28+00:00,SMB,UK,Advisory,<50k,true,Strategic risk review requested following acquisition. Scope unclear. no supporting documentation. Loss adjuster appointed. Cross-border considerations likely.,Duplicate of earlier report suspected.,Unknown
C-16404,2024-12-26T20:03:05+00:00,Enterprise,UK,Insurance,50k-250k,false,Damage reported following heavy rainfall. Water ingress noted. No policy documents attached.,,Escalated
C-16405,2024-10-10T08:55:59+00:00,SMB,EU,Legal,<50k,false,Formal letter received from counterparty. Jurisdiction disputed. No supporting documentation provided.,,Accepted
C-16406,2024-12-04T00:37:27+00:00,Mid-Market,US,Insurance,250k-1m,false,Business interruption may apply. Theft of equipment reported. flood zone 3. No supporting documentation provided.,Duplicate of earlier report suspected.,Unknown
C-16407,2024-11-04T03:11:31+00:00,Mid-Market,EU,Legal,<50k,true,Employment dispute raised by former contractor. Governing law unclear. Overseas elements present.,,Unknown
C-16408,2024-10-30T06:45:54+00:00,SMB,UK,Insurance,<50k,false,Damage reported following heavy rainfall. Water ingress noted. low value. Jurisdiction noted as UK.,"Potential conflict in dates, needs review. Check coverage exclusions.",Unknown
C-16409,2024-11-19T20:59:26+00:00,SMB,UK,Advisory,<50k,false,Request for compliance gap analysis. Timeline not specified.,Duplicate of earlier report suspected.,Unknown
C-16410,2024-10-22T01:15:36+00:00,SMB,UK,Insurance,50k-250k,true,Incident reported at commercial premises. Fire damage to warehouse. governing law unclear. Loss adjuster appointed.,Client requested urgent callback.,Unknown
C-16411,2024-12-10T17:46:52+00:00,SMB,EU,Insurance,<50k,true,Business interruption may apply. Fire damage to warehouse. minor. Cross-border considerations likely.,Caller sounded uncertain; follow-up likely required.,Rejected
C-16412,2024-12-15T20:48:02+00:00,Enterprise,UK,Insurance,50k-250k,true,Client reports storm-related damage. Basement affected. Supporting documents attached. Cross-border considerations likely.,"Potential conflict in dates, needs review.",Unknown
C-16413,2024-10-31T17:52:54+00:00,SMB,UK,Advisory,250k-1m,true,Request for compliance gap analysis. Stakeholders across multiple regions. major fire. Police reference number provided.,Client requested urgent callback.,Unknown
C-16414,2024-10-01T07:35:37+00:00,SMB,UK,Insurance,<50k,false,Incident reported at commercial premises. Theft of equipment reported. low value.,,Unknown
C-16415,2024-10-24T18:01:11+00:00,Enterprise,US,Insurance,250k-1m,true,Business interruption may apply. Basement affected.,,Accepted
C-16416,2024-10-21T02:17:38+00:00,SMB,US,Advisory,Unknown,false,Request for compliance gap analysis. Scope unclear. minor. No supporting documentation provided. Cross-border considerations likely.,Handler flagged missing attachments.,Rejected
C-16417,2024-12-16T04:12:01+00:00,SMB,UK,Insurance,<50k,true,Damage reported following heavy rainfall. Fire damage to warehouse. low value. Police reference number provided. Overseas elements present.,No additional notes.,Rejected
C-16418,2024-12-24T03:42:39+00:00,SMB,Other,Insurance,250k-1m,true,Client reports storm-related damage. Fire damage to warehouse. Police reference number provided.,"Potential conflict in dates, needs review.",Accepted
C-16419,2024-10-21T17:35:26+00:00,Mid-Market,US,Advisory,50k-250k,true,Client requesting advice on regulatory exposure. Regulator engagement anticipated. governing law unclear.,Duplicate of earlier report suspected.,Unknown
C-16420,2024-10-30T15:07:53+00:00,SMB,Other,Insurance,<50k,false,Loss event impacting property and contents. Basement affected. No supporting documentation provided.,Caller sounded uncertain; follow-up likely required. Check coverage exclusions.,Accepted
C-16421,2024-10-31T01:22:11+00:00,Mid-Market,UK,Advisory,<50k,true,Client requesting advice on regulatory exposure. Timeline not specified. minor. Loss adjuster appointed.,Caller sounded uncertain; follow-up likely required. Clarify scope and deliverables.,Settled
C-16422,2024-10-31T17:59:58+00:00,SMB,UK,Advisory,<50k,false,Operational risk assessment requested. Stakeholders across multiple regions.,Caller sounded uncertain; follow-up likely required. Clarify scope and deliverables.,Unknown
C-16423,2024-10-19T06:16:07+00:00,SMB,UK,Advisory,<50k,true,Client requesting advice on regulatory exposure. Timeline not specified.,,Rejected
C-16424,2024-12-28T07:07:27+00:00,SMB,UK,Legal,50k-250k,true,Potential breach of contract raised. Multiple parties named. breach of contract. Supporting documents attached.,Duplicate of earlier report suspected. Consider limitation periods.,Unknown
C-16425,2024-10-16T11:47:47+00:00,SMB,UK,Legal,<50k,true,IP infringement allegation received. Time-sensitive response required. Loss adjuster appointed.,,Unknown
C-16426,2024-10-19T12:53:51+00:00,SMB,US,Advisory,50k-250k,false,Client requesting advice on regulatory exposure. Timeline not specified. flood zone 3.,,Unknown
C-16427,2024-10-04T01:42:36+00:00,Mid-Market,UK,Insurance,250k-1m,true,Client reports storm-related damage. Theft of equipment reported. Loss adjuster appointed.,,Accepted
C-16428,2024-11-18T12:20:06+00:00,SMB,UK,Legal,250k-1m,true,Formal letter received from counterparty. Governing law unclear. class action. Police reference number provided.,"Potential conflict in dates, needs review.",Accepted
C-16429,2024-11-28T01:09:37+00:00,Mid-Market,EU,Legal,50k-250k,true,Employment dispute raised by former contractor. Time-sensitive response required.,Caller sounded uncertain; follow-up likely required. Consider limitation periods.,Accepted
C-16430,2024-10-28T17:27:02+00:00,Mid-Market,US,Insurance,250k-1m,false,Loss event impacting property and contents. Roof compromised. Evidence not yet supplied. Overseas elements present.,,Rejected
C-16431,2024-11-05T06:45:15+00:00,SMB,UK,Insurance,250k-1m,true,Loss event impacting property and contents. Fire damage to warehouse. hurricane. Police reference number provided.,,Rejected
C-16432,2024-12-05T20:59:30+00:00,Mid-Market,UK,Legal,50k-250k,false,IP infringement allegation received. Time-sensitive response required. ip infringement. No supporting documentation provided.,,Accepted
C-16433,2024-11-25T21:51:35+00:00,SMB,US,Insurance,250k-1m,true,Business interruption may apply. Fire damage to warehouse. hurricane. Policy schedule attached.,"Potential conflict in dates, needs review.",Rejected
C-16434,2024-11-03T12:34:41+00:00,SMB,UK,Legal,<50k,false,Formal letter received from counterparty. Time-sensitive response required. small crack. Overseas elements present. Conflicting information reported by client.,Duplicate of earlier report suspected. Consider limitation periods.,Unknown
